matrix_id,npz_file,npz_key,shape,dtype,unit,row_layout_id_optional,column_layout_id_optional,derivation_source,description,quality_flag
U_FREE_OP_TS303,multi_part_matrices.npz,U_FREE_OP_TS303,[12],float64,mixed_by_object_definition,VL_CONTACT_ALL_12,,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic precomputed topology_step operator; no engineering claim.,PASS
U_FREE_OP_TS304,multi_part_matrices.npz,U_FREE_OP_TS304,[12],float64,mixed_by_object_definition,VL_CONTACT_ALL_12,,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic precomputed topology_step operator; no engineering claim.,PASS
U_FREE_RELEASE_04,multi_part_matrices.npz,U_FREE_RELEASE_04,[12],float64,mixed_by_object_definition,VL_CONTACT_ALL_12,,SYNTHETIC_COUPLED_SPD_FIXTURE,多零件串并联数值一致性测试矩阵；不得作为工程实测结论,PASS
U_PART_BRACKET_CLAMP_02,multi_part_matrices.npz,U_PART_BRACKET_CLAMP_02,[3],float64,mixed_by_object_definition,,,SYNTHETIC_COUPLED_SPD_FIXTURE,多零件串并联数值一致性测试矩阵；不得作为工程实测结论,PASS
U_PART_BRACKET_JOIN_03,multi_part_matrices.npz,U_PART_BRACKET_JOIN_03,[3],float64,mixed_by_object_definition,,,SYNTHETIC_COUPLED_SPD_FIXTURE,多零件串并联数值一致性测试矩阵；不得作为工程实测结论,PASS
U_PART_BRACKET_LOCATE_01,multi_part_matrices.npz,U_PART_BRACKET_LOCATE_01,[3],float64,mixed_by_object_definition,,,SYNTHETIC_COUPLED_SPD_FIXTURE,多零件串并联数值一致性测试矩阵；不得作为工程实测结论,PASS
U_PART_BRACKET_RELEASE_04,multi_part_matrices.npz,U_PART_BRACKET_RELEASE_04,[3],float64,mixed_by_object_definition,,,SYNTHETIC_COUPLED_SPD_FIXTURE,多零件串并联数值一致性测试矩阵；不得作为工程实测结论,PASS
U_PART_PANEL_CLAMP_02,multi_part_matrices.npz,U_PART_PANEL_CLAMP_02,[3],float64,mixed_by_object_definition,,,SYNTHETIC_COUPLED_SPD_FIXTURE,多零件串并联数值一致性测试矩阵；不得作为工程实测结论,PASS
U_PART_PANEL_JOIN_03,multi_part_matrices.npz,U_PART_PANEL_JOIN_03,[3],float64,mixed_by_object_definition,,,SYNTHETIC_COUPLED_SPD_FIXTURE,多零件串并联数值一致性测试矩阵；不得作为工程实测结论,PASS
U_PART_PANEL_LOCATE_01,multi_part_matrices.npz,U_PART_PANEL_LOCATE_01,[3],float64,mixed_by_object_definition,,,SYNTHETIC_COUPLED_SPD_FIXTURE,多零件串并联数值一致性测试矩阵；不得作为工程实测结论,PASS
U_PART_PANEL_RELEASE_04,multi_part_matrices.npz,U_PART_PANEL_RELEASE_04,[3],float64,mixed_by_object_definition,,,SYNTHETIC_COUPLED_SPD_FIXTURE,多零件串并联数值一致性测试矩阵；不得作为工程实测结论,PASS
U_PART_RIB_CLAMP_02,multi_part_matrices.npz,U_PART_RIB_CLAMP_02,[3],float64,mixed_by_object_definition,,,SYNTHETIC_COUPLED_SPD_FIXTURE,多零件串并联数值一致性测试矩阵；不得作为工程实测结论,PASS
U_PART_RIB_JOIN_03,multi_part_matrices.npz,U_PART_RIB_JOIN_03,[3],float64,mixed_by_object_definition,,,SYNTHETIC_COUPLED_SPD_FIXTURE,多零件串并联数值一致性测试矩阵；不得作为工程实测结论,PASS
U_PART_RIB_LOCATE_01,multi_part_matrices.npz,U_PART_RIB_LOCATE_01,[3],float64,mixed_by_object_definition,,,SYNTHETIC_COUPLED_SPD_FIXTURE,多零件串并联数值一致性测试矩阵；不得作为工程实测结论,PASS
U_PART_RIB_RELEASE_04,multi_part_matrices.npz,U_PART_RIB_RELEASE_04,[3],float64,mixed_by_object_definition,,,SYNTHETIC_COUPLED_SPD_FIXTURE,多零件串并联数值一致性测试矩阵；不得作为工程实测结论,PASS
U_PART_SPAR_CLAMP_02,multi_part_matrices.npz,U_PART_SPAR_CLAMP_02,[3],float64,mixed_by_object_definition,,,SYNTHETIC_COUPLED_SPD_FIXTURE,多零件串并联数值一致性测试矩阵；不得作为工程实测结论,PASS
U_PART_SPAR_JOIN_03,multi_part_matrices.npz,U_PART_SPAR_JOIN_03,[3],float64,mixed_by_object_definition,,,SYNTHETIC_COUPLED_SPD_FIXTURE,多零件串并联数值一致性测试矩阵；不得作为工程实测结论,PASS
U_PART_SPAR_LOCATE_01,multi_part_matrices.npz,U_PART_SPAR_LOCATE_01,[3],float64,mixed_by_object_definition,,,SYNTHETIC_COUPLED_SPD_FIXTURE,多零件串并联数值一致性测试矩阵；不得作为工程实测结论,PASS
U_PART_SPAR_RELEASE_04,multi_part_matrices.npz,U_PART_SPAR_RELEASE_04,[3],float64,mixed_by_object_definition,,,SYNTHETIC_COUPLED_SPD_FIXTURE,多零件串并联数值一致性测试矩阵；不得作为工程实测结论,PASS
W_STRUCT_CLAMP_02,multi_part_matrices.npz,W_STRUCT_CLAMP_02,"[12,12]",float64,mixed_by_object_definition,VL_CONTACT_ALL_12,VL_CONTACT_ALL_12,SYNTHETIC_COUPLED_SPD_FIXTURE,多零件串并联数值一致性测试矩阵；不得作为工程实测结论,PASS
W_STRUCT_JOIN_03,multi_part_matrices.npz,W_STRUCT_JOIN_03,"[12,12]",float64,mixed_by_object_definition,VL_CONTACT_ALL_12,VL_CONTACT_ALL_12,SYNTHETIC_COUPLED_SPD_FIXTURE,多零件串并联数值一致性测试矩阵；不得作为工程实测结论,PASS
W_STRUCT_LOCATE_01,multi_part_matrices.npz,W_STRUCT_LOCATE_01,"[12,12]",float64,mixed_by_object_definition,VL_CONTACT_ALL_12,VL_CONTACT_ALL_12,SYNTHETIC_COUPLED_SPD_FIXTURE,多零件串并联数值一致性测试矩阵；不得作为工程实测结论,PASS
W_STRUCT_OP_TS101,multi_part_matrices.npz,W_STRUCT_OP_TS101,"[12,12]",float64,mixed_by_object_definition,VL_CONTACT_ALL_12,VL_CONTACT_ALL_12,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic precomputed topology_step operator; no engineering claim.,PASS
W_STRUCT_OP_TS102,multi_part_matrices.npz,W_STRUCT_OP_TS102,"[12,12]",float64,mixed_by_object_definition,VL_CONTACT_ALL_12,VL_CONTACT_ALL_12,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic precomputed topology_step operator; no engineering claim.,PASS
W_STRUCT_OP_TS103,multi_part_matrices.npz,W_STRUCT_OP_TS103,"[12,12]",float64,mixed_by_object_definition,VL_CONTACT_ALL_12,VL_CONTACT_ALL_12,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic precomputed topology_step operator; no engineering claim.,PASS
W_STRUCT_OP_TS104,multi_part_matrices.npz,W_STRUCT_OP_TS104,"[12,12]",float64,mixed_by_object_definition,VL_CONTACT_ALL_12,VL_CONTACT_ALL_12,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic precomputed topology_step operator; no engineering claim.,PASS
W_STRUCT_OP_TS201,multi_part_matrices.npz,W_STRUCT_OP_TS201,"[12,12]",float64,mixed_by_object_definition,VL_CONTACT_ALL_12,VL_CONTACT_ALL_12,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic precomputed topology_step operator; no engineering claim.,PASS
W_STRUCT_OP_TS202,multi_part_matrices.npz,W_STRUCT_OP_TS202,"[12,12]",float64,mixed_by_object_definition,VL_CONTACT_ALL_12,VL_CONTACT_ALL_12,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic precomputed topology_step operator; no engineering claim.,PASS
W_STRUCT_OP_TS203,multi_part_matrices.npz,W_STRUCT_OP_TS203,"[12,12]",float64,mixed_by_object_definition,VL_CONTACT_ALL_12,VL_CONTACT_ALL_12,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic precomputed topology_step operator; no engineering claim.,PASS
W_STRUCT_OP_TS204,multi_part_matrices.npz,W_STRUCT_OP_TS204,"[12,12]",float64,mixed_by_object_definition,VL_CONTACT_ALL_12,VL_CONTACT_ALL_12,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic precomputed topology_step operator; no engineering claim.,PASS
W_STRUCT_OP_TS301,multi_part_matrices.npz,W_STRUCT_OP_TS301,"[12,12]",float64,mixed_by_object_definition,VL_CONTACT_ALL_12,VL_CONTACT_ALL_12,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic precomputed topology_step operator; no engineering claim.,PASS
W_STRUCT_OP_TS302,multi_part_matrices.npz,W_STRUCT_OP_TS302,"[12,12]",float64,mixed_by_object_definition,VL_CONTACT_ALL_12,VL_CONTACT_ALL_12,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic precomputed topology_step operator; no engineering claim.,PASS
W_STRUCT_OP_TS303,multi_part_matrices.npz,W_STRUCT_OP_TS303,"[12,12]",float64,mixed_by_object_definition,VL_CONTACT_ALL_12,VL_CONTACT_ALL_12,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic precomputed topology_step operator; no engineering claim.,PASS
W_STRUCT_OP_TS304,multi_part_matrices.npz,W_STRUCT_OP_TS304,"[12,12]",float64,mixed_by_object_definition,VL_CONTACT_ALL_12,VL_CONTACT_ALL_12,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic precomputed topology_step operator; no engineering claim.,PASS
W_STRUCT_RELEASE_04,multi_part_matrices.npz,W_STRUCT_RELEASE_04,"[12,12]",float64,mixed_by_object_definition,VL_CONTACT_ALL_12,VL_CONTACT_ALL_12,SYNTHETIC_COUPLED_SPD_FIXTURE,多零件串并联数值一致性测试矩阵；不得作为工程实测结论,PASS
W_TOTAL_CLAMP_02,multi_part_matrices.npz,W_TOTAL_CLAMP_02,"[12,12]",float64,mixed_by_object_definition,VL_CONTACT_ALL_12,VL_CONTACT_ALL_12,SYNTHETIC_COUPLED_SPD_FIXTURE,多零件串并联数值一致性测试矩阵；不得作为工程实测结论,PASS
W_TOTAL_JOIN_03,multi_part_matrices.npz,W_TOTAL_JOIN_03,"[12,12]",float64,mixed_by_object_definition,VL_CONTACT_ALL_12,VL_CONTACT_ALL_12,SYNTHETIC_COUPLED_SPD_FIXTURE,多零件串并联数值一致性测试矩阵；不得作为工程实测结论,PASS
W_TOTAL_LOCATE_01,multi_part_matrices.npz,W_TOTAL_LOCATE_01,"[12,12]",float64,mixed_by_object_definition,VL_CONTACT_ALL_12,VL_CONTACT_ALL_12,SYNTHETIC_COUPLED_SPD_FIXTURE,多零件串并联数值一致性测试矩阵；不得作为工程实测结论,PASS
W_TOTAL_OP_TS101,multi_part_matrices.npz,W_TOTAL_OP_TS101,"[12,12]",float64,mixed_by_object_definition,VL_CONTACT_ALL_12,VL_CONTACT_ALL_12,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic precomputed topology_step operator; no engineering claim.,PASS
W_TOTAL_OP_TS102,multi_part_matrices.npz,W_TOTAL_OP_TS102,"[12,12]",float64,mixed_by_object_definition,VL_CONTACT_ALL_12,VL_CONTACT_ALL_12,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic precomputed topology_step operator; no engineering claim.,PASS
W_TOTAL_OP_TS103,multi_part_matrices.npz,W_TOTAL_OP_TS103,"[12,12]",float64,mixed_by_object_definition,VL_CONTACT_ALL_12,VL_CONTACT_ALL_12,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic precomputed topology_step operator; no engineering claim.,PASS
W_TOTAL_OP_TS104,multi_part_matrices.npz,W_TOTAL_OP_TS104,"[12,12]",float64,mixed_by_object_definition,VL_CONTACT_ALL_12,VL_CONTACT_ALL_12,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic precomputed topology_step operator; no engineering claim.,PASS
W_TOTAL_OP_TS201,multi_part_matrices.npz,W_TOTAL_OP_TS201,"[12,12]",float64,mixed_by_object_definition,VL_CONTACT_ALL_12,VL_CONTACT_ALL_12,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic precomputed topology_step operator; no engineering claim.,PASS
W_TOTAL_OP_TS202,multi_part_matrices.npz,W_TOTAL_OP_TS202,"[12,12]",float64,mixed_by_object_definition,VL_CONTACT_ALL_12,VL_CONTACT_ALL_12,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic precomputed topology_step operator; no engineering claim.,PASS
W_TOTAL_OP_TS203,multi_part_matrices.npz,W_TOTAL_OP_TS203,"[12,12]",float64,mixed_by_object_definition,VL_CONTACT_ALL_12,VL_CONTACT_ALL_12,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic precomputed topology_step operator; no engineering claim.,PASS
W_TOTAL_OP_TS204,multi_part_matrices.npz,W_TOTAL_OP_TS204,"[12,12]",float64,mixed_by_object_definition,VL_CONTACT_ALL_12,VL_CONTACT_ALL_12,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic precomputed topology_step operator; no engineering claim.,PASS
W_TOTAL_OP_TS301,multi_part_matrices.npz,W_TOTAL_OP_TS301,"[12,12]",float64,mixed_by_object_definition,VL_CONTACT_ALL_12,VL_CONTACT_ALL_12,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic precomputed topology_step operator; no engineering claim.,PASS
W_TOTAL_OP_TS302,multi_part_matrices.npz,W_TOTAL_OP_TS302,"[12,12]",float64,mixed_by_object_definition,VL_CONTACT_ALL_12,VL_CONTACT_ALL_12,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic precomputed topology_step operator; no engineering claim.,PASS
W_TOTAL_OP_TS303,multi_part_matrices.npz,W_TOTAL_OP_TS303,"[12,12]",float64,mixed_by_object_definition,VL_CONTACT_ALL_12,VL_CONTACT_ALL_12,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic precomputed topology_step operator; no engineering claim.,PASS
W_TOTAL_OP_TS304,multi_part_matrices.npz,W_TOTAL_OP_TS304,"[12,12]",float64,mixed_by_object_definition,VL_CONTACT_ALL_12,VL_CONTACT_ALL_12,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic precomputed topology_step operator; no engineering claim.,PASS
W_TOTAL_RELEASE_04,multi_part_matrices.npz,W_TOTAL_RELEASE_04,"[12,12]",float64,mixed_by_object_definition,VL_CONTACT_ALL_12,VL_CONTACT_ALL_12,SYNTHETIC_COUPLED_SPD_FIXTURE,多零件串并联数值一致性测试矩阵；不得作为工程实测结论,PASS
