matrix_id,npz_file,npz_key,shape,dtype,unit,row_layout_id_optional,column_layout_id_optional,derivation_source,description,quality_flag,measurement_checkpoint_id_optional,operator_set_id_optional,data_nature,engineering_claim_allowed,future_part_id_optional,reference_sms_id_optional,mapping_semantics_optional,mapping_role_optional,probability_interpretation_allowed
P_PRIOR_MCP_AFTER_ABC,multi_part_matrices.npz,P_PRIOR_MCP_AFTER_ABC,"[2,2]",float64,mixed_by_update_state_component,ETA_STAGE_AFTER_ABC_2,ETA_STAGE_AFTER_ABC_2,SYNTHETIC_LOW_DIMENSIONAL_STATE_MODEL,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,MCP_AFTER_ABC,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
QA_AB_MATRIX,multi_part_matrices.npz,QA_AB_MATRIX,"[3,3]",float64,mixed_by_object_definition,,,SYNTHETIC_COUPLED_SPD_FIXTURE,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
QA_AD_MATRIX,multi_part_matrices.npz,QA_AD_MATRIX,"[3,3]",float64,mixed_by_object_definition,,,SYNTHETIC_COUPLED_SPD_FIXTURE,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
QA_ALL,multi_part_matrices.npz,QA_ALL,"[12,12]",float64,mixed_by_object_definition,VL_CONTACT_ALL_12,VL_CONTACT_ALL_12,SYNTHETIC_COUPLED_SPD_FIXTURE,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
QA_BC_MATRIX,multi_part_matrices.npz,QA_BC_MATRIX,"[3,3]",float64,mixed_by_object_definition,,,SYNTHETIC_COUPLED_SPD_FIXTURE,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
QA_BD_MATRIX,multi_part_matrices.npz,QA_BD_MATRIX,"[3,3]",float64,mixed_by_object_definition,,,SYNTHETIC_COUPLED_SPD_FIXTURE,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
Q_CLAMP_02,multi_part_matrices.npz,Q_CLAMP_02,[12],float64,mixed_by_object_definition,VL_CONTACT_ALL_12,,SYNTHETIC_COUPLED_SPD_FIXTURE,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
Q_JOIN_03,multi_part_matrices.npz,Q_JOIN_03,[12],float64,mixed_by_object_definition,VL_CONTACT_ALL_12,,SYNTHETIC_COUPLED_SPD_FIXTURE,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
Q_LOCATE_01,multi_part_matrices.npz,Q_LOCATE_01,[12],float64,mixed_by_object_definition,VL_CONTACT_ALL_12,,SYNTHETIC_COUPLED_SPD_FIXTURE,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
Q_OP_TS101,multi_part_matrices.npz,Q_OP_TS101,[12],float64,mixed_by_object_definition,VL_CONTACT_ALL_12,,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
Q_OP_TS102,multi_part_matrices.npz,Q_OP_TS102,[12],float64,mixed_by_object_definition,VL_CONTACT_ALL_12,,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
Q_OP_TS103,multi_part_matrices.npz,Q_OP_TS103,[12],float64,mixed_by_object_definition,VL_CONTACT_ALL_12,,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
Q_OP_TS104,multi_part_matrices.npz,Q_OP_TS104,[12],float64,mixed_by_object_definition,VL_CONTACT_ALL_12,,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
Q_OP_TS201,multi_part_matrices.npz,Q_OP_TS201,[12],float64,mixed_by_object_definition,VL_CONTACT_ALL_12,,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
Q_OP_TS202,multi_part_matrices.npz,Q_OP_TS202,[12],float64,mixed_by_object_definition,VL_CONTACT_ALL_12,,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
Q_OP_TS203,multi_part_matrices.npz,Q_OP_TS203,[12],float64,mixed_by_object_definition,VL_CONTACT_ALL_12,,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
Q_OP_TS204,multi_part_matrices.npz,Q_OP_TS204,[12],float64,mixed_by_object_definition,VL_CONTACT_ALL_12,,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
Q_OP_TS301,multi_part_matrices.npz,Q_OP_TS301,[12],float64,mixed_by_object_definition,VL_CONTACT_ALL_12,,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
Q_OP_TS302,multi_part_matrices.npz,Q_OP_TS302,[12],float64,mixed_by_object_definition,VL_CONTACT_ALL_12,,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
Q_OP_TS303,multi_part_matrices.npz,Q_OP_TS303,[12],float64,mixed_by_object_definition,VL_CONTACT_ALL_12,,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
Q_OP_TS304,multi_part_matrices.npz,Q_OP_TS304,[12],float64,mixed_by_object_definition,VL_CONTACT_ALL_12,,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
Q_RELEASE_04,multi_part_matrices.npz,Q_RELEASE_04,[12],float64,mixed_by_object_definition,VL_CONTACT_ALL_12,,SYNTHETIC_COUPLED_SPD_FIXTURE,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
Q_UPDATE_ZERO_2,multi_part_matrices.npz,Q_UPDATE_ZERO_2,"[2,2]",float64,mixed_by_update_state_component,ETA_STAGE_AFTER_ABC_2,ETA_STAGE_AFTER_ABC_2,SYNTHETIC_LOW_DIMENSIONAL_STATE_MODEL,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,MCP_AFTER_ABC,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
R_MEAS_MCP_AFTER_ABC,multi_part_matrices.npz,R_MEAS_MCP_AFTER_ABC,"[2,2]",float64,mixed_by_observation_definition,OBS_MCP_AFTER_ABC_2,OBS_MCP_AFTER_ABC_2,SYNTHETIC_CONFIGURED_MEASUREMENT_COVARIANCE,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,MCP_AFTER_ABC,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
SMS_BASIS_BRACKET,multi_part_matrices.npz,SMS_BASIS_BRACKET,"[3,1]",float64,mixed_by_object_definition,,,SYNTHETIC_COUPLED_SPD_FIXTURE,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
SMS_BASIS_PANEL,multi_part_matrices.npz,SMS_BASIS_PANEL,"[3,1]",float64,mixed_by_object_definition,,,SYNTHETIC_COUPLED_SPD_FIXTURE,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
SMS_BASIS_RIB,multi_part_matrices.npz,SMS_BASIS_RIB,"[3,1]",float64,mixed_by_object_definition,,,SYNTHETIC_COUPLED_SPD_FIXTURE,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
SMS_BASIS_SPAR,multi_part_matrices.npz,SMS_BASIS_SPAR,"[3,1]",float64,mixed_by_object_definition,,,SYNTHETIC_COUPLED_SPD_FIXTURE,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
U_FREE_CLAMP_02,multi_part_matrices.npz,U_FREE_CLAMP_02,[12],float64,mixed_by_object_definition,VL_CONTACT_ALL_12,,SYNTHETIC_COUPLED_SPD_FIXTURE,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
U_FREE_JOIN_03,multi_part_matrices.npz,U_FREE_JOIN_03,[12],float64,mixed_by_object_definition,VL_CONTACT_ALL_12,,SYNTHETIC_COUPLED_SPD_FIXTURE,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
U_FREE_LOCATE_01,multi_part_matrices.npz,U_FREE_LOCATE_01,[12],float64,mixed_by_object_definition,VL_CONTACT_ALL_12,,SYNTHETIC_COUPLED_SPD_FIXTURE,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
U_FREE_OP_TS101,multi_part_matrices.npz,U_FREE_OP_TS101,[12],float64,mixed_by_object_definition,VL_CONTACT_ALL_12,,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
U_FREE_OP_TS102,multi_part_matrices.npz,U_FREE_OP_TS102,[12],float64,mixed_by_object_definition,VL_CONTACT_ALL_12,,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
U_FREE_OP_TS103,multi_part_matrices.npz,U_FREE_OP_TS103,[12],float64,mixed_by_object_definition,VL_CONTACT_ALL_12,,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
U_FREE_OP_TS104,multi_part_matrices.npz,U_FREE_OP_TS104,[12],float64,mixed_by_object_definition,VL_CONTACT_ALL_12,,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
U_FREE_OP_TS201,multi_part_matrices.npz,U_FREE_OP_TS201,[12],float64,mixed_by_object_definition,VL_CONTACT_ALL_12,,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
U_FREE_OP_TS202,multi_part_matrices.npz,U_FREE_OP_TS202,[12],float64,mixed_by_object_definition,VL_CONTACT_ALL_12,,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
U_FREE_OP_TS203,multi_part_matrices.npz,U_FREE_OP_TS203,[12],float64,mixed_by_object_definition,VL_CONTACT_ALL_12,,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
U_FREE_OP_TS204,multi_part_matrices.npz,U_FREE_OP_TS204,[12],float64,mixed_by_object_definition,VL_CONTACT_ALL_12,,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
U_FREE_OP_TS301,multi_part_matrices.npz,U_FREE_OP_TS301,[12],float64,mixed_by_object_definition,VL_CONTACT_ALL_12,,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
U_FREE_OP_TS302,multi_part_matrices.npz,U_FREE_OP_TS302,[12],float64,mixed_by_object_definition,VL_CONTACT_ALL_12,,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
U_FREE_OP_TS303,multi_part_matrices.npz,U_FREE_OP_TS303,[12],float64,mixed_by_object_definition,VL_CONTACT_ALL_12,,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
U_FREE_OP_TS304,multi_part_matrices.npz,U_FREE_OP_TS304,[12],float64,mixed_by_object_definition,VL_CONTACT_ALL_12,,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
U_FREE_RELEASE_04,multi_part_matrices.npz,U_FREE_RELEASE_04,[12],float64,mixed_by_object_definition,VL_CONTACT_ALL_12,,SYNTHETIC_COUPLED_SPD_FIXTURE,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
U_PART_BRACKET_CLAMP_02,multi_part_matrices.npz,U_PART_BRACKET_CLAMP_02,[3],float64,mixed_by_object_definition,,,SYNTHETIC_COUPLED_SPD_FIXTURE,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
U_PART_BRACKET_JOIN_03,multi_part_matrices.npz,U_PART_BRACKET_JOIN_03,[3],float64,mixed_by_object_definition,,,SYNTHETIC_COUPLED_SPD_FIXTURE,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
U_PART_BRACKET_LOCATE_01,multi_part_matrices.npz,U_PART_BRACKET_LOCATE_01,[3],float64,mixed_by_object_definition,,,SYNTHETIC_COUPLED_SPD_FIXTURE,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
U_PART_BRACKET_RELEASE_04,multi_part_matrices.npz,U_PART_BRACKET_RELEASE_04,[3],float64,mixed_by_object_definition,,,SYNTHETIC_COUPLED_SPD_FIXTURE,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
U_PART_PANEL_CLAMP_02,multi_part_matrices.npz,U_PART_PANEL_CLAMP_02,[3],float64,mixed_by_object_definition,,,SYNTHETIC_COUPLED_SPD_FIXTURE,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
U_PART_PANEL_JOIN_03,multi_part_matrices.npz,U_PART_PANEL_JOIN_03,[3],float64,mixed_by_object_definition,,,SYNTHETIC_COUPLED_SPD_FIXTURE,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
U_PART_PANEL_LOCATE_01,multi_part_matrices.npz,U_PART_PANEL_LOCATE_01,[3],float64,mixed_by_object_definition,,,SYNTHETIC_COUPLED_SPD_FIXTURE,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
U_PART_PANEL_RELEASE_04,multi_part_matrices.npz,U_PART_PANEL_RELEASE_04,[3],float64,mixed_by_object_definition,,,SYNTHETIC_COUPLED_SPD_FIXTURE,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
U_PART_RIB_CLAMP_02,multi_part_matrices.npz,U_PART_RIB_CLAMP_02,[3],float64,mixed_by_object_definition,,,SYNTHETIC_COUPLED_SPD_FIXTURE,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
U_PART_RIB_JOIN_03,multi_part_matrices.npz,U_PART_RIB_JOIN_03,[3],float64,mixed_by_object_definition,,,SYNTHETIC_COUPLED_SPD_FIXTURE,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
U_PART_RIB_LOCATE_01,multi_part_matrices.npz,U_PART_RIB_LOCATE_01,[3],float64,mixed_by_object_definition,,,SYNTHETIC_COUPLED_SPD_FIXTURE,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
U_PART_RIB_RELEASE_04,multi_part_matrices.npz,U_PART_RIB_RELEASE_04,[3],float64,mixed_by_object_definition,,,SYNTHETIC_COUPLED_SPD_FIXTURE,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
U_PART_SPAR_CLAMP_02,multi_part_matrices.npz,U_PART_SPAR_CLAMP_02,[3],float64,mixed_by_object_definition,,,SYNTHETIC_COUPLED_SPD_FIXTURE,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
U_PART_SPAR_JOIN_03,multi_part_matrices.npz,U_PART_SPAR_JOIN_03,[3],float64,mixed_by_object_definition,,,SYNTHETIC_COUPLED_SPD_FIXTURE,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
U_PART_SPAR_LOCATE_01,multi_part_matrices.npz,U_PART_SPAR_LOCATE_01,[3],float64,mixed_by_object_definition,,,SYNTHETIC_COUPLED_SPD_FIXTURE,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
U_PART_SPAR_RELEASE_04,multi_part_matrices.npz,U_PART_SPAR_RELEASE_04,[3],float64,mixed_by_object_definition,,,SYNTHETIC_COUPLED_SPD_FIXTURE,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
W_STRUCT_CLAMP_02,multi_part_matrices.npz,W_STRUCT_CLAMP_02,"[12,12]",float64,mixed_by_object_definition,VL_CONTACT_ALL_12,VL_CONTACT_ALL_12,SYNTHETIC_COUPLED_SPD_FIXTURE,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
W_STRUCT_JOIN_03,multi_part_matrices.npz,W_STRUCT_JOIN_03,"[12,12]",float64,mixed_by_object_definition,VL_CONTACT_ALL_12,VL_CONTACT_ALL_12,SYNTHETIC_COUPLED_SPD_FIXTURE,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
W_STRUCT_LOCATE_01,multi_part_matrices.npz,W_STRUCT_LOCATE_01,"[12,12]",float64,mixed_by_object_definition,VL_CONTACT_ALL_12,VL_CONTACT_ALL_12,SYNTHETIC_COUPLED_SPD_FIXTURE,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
W_STRUCT_OP_TS101,multi_part_matrices.npz,W_STRUCT_OP_TS101,"[12,12]",float64,mixed_by_object_definition,VL_CONTACT_ALL_12,VL_CONTACT_ALL_12,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
W_STRUCT_OP_TS102,multi_part_matrices.npz,W_STRUCT_OP_TS102,"[12,12]",float64,mixed_by_object_definition,VL_CONTACT_ALL_12,VL_CONTACT_ALL_12,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
W_STRUCT_OP_TS103,multi_part_matrices.npz,W_STRUCT_OP_TS103,"[12,12]",float64,mixed_by_object_definition,VL_CONTACT_ALL_12,VL_CONTACT_ALL_12,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
W_STRUCT_OP_TS104,multi_part_matrices.npz,W_STRUCT_OP_TS104,"[12,12]",float64,mixed_by_object_definition,VL_CONTACT_ALL_12,VL_CONTACT_ALL_12,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
W_STRUCT_OP_TS201,multi_part_matrices.npz,W_STRUCT_OP_TS201,"[12,12]",float64,mixed_by_object_definition,VL_CONTACT_ALL_12,VL_CONTACT_ALL_12,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
W_STRUCT_OP_TS202,multi_part_matrices.npz,W_STRUCT_OP_TS202,"[12,12]",float64,mixed_by_object_definition,VL_CONTACT_ALL_12,VL_CONTACT_ALL_12,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
W_STRUCT_OP_TS203,multi_part_matrices.npz,W_STRUCT_OP_TS203,"[12,12]",float64,mixed_by_object_definition,VL_CONTACT_ALL_12,VL_CONTACT_ALL_12,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
W_STRUCT_OP_TS204,multi_part_matrices.npz,W_STRUCT_OP_TS204,"[12,12]",float64,mixed_by_object_definition,VL_CONTACT_ALL_12,VL_CONTACT_ALL_12,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
W_STRUCT_OP_TS301,multi_part_matrices.npz,W_STRUCT_OP_TS301,"[12,12]",float64,mixed_by_object_definition,VL_CONTACT_ALL_12,VL_CONTACT_ALL_12,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
W_STRUCT_OP_TS302,multi_part_matrices.npz,W_STRUCT_OP_TS302,"[12,12]",float64,mixed_by_object_definition,VL_CONTACT_ALL_12,VL_CONTACT_ALL_12,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
W_STRUCT_OP_TS303,multi_part_matrices.npz,W_STRUCT_OP_TS303,"[12,12]",float64,mixed_by_object_definition,VL_CONTACT_ALL_12,VL_CONTACT_ALL_12,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
W_STRUCT_OP_TS304,multi_part_matrices.npz,W_STRUCT_OP_TS304,"[12,12]",float64,mixed_by_object_definition,VL_CONTACT_ALL_12,VL_CONTACT_ALL_12,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
W_STRUCT_RELEASE_04,multi_part_matrices.npz,W_STRUCT_RELEASE_04,"[12,12]",float64,mixed_by_object_definition,VL_CONTACT_ALL_12,VL_CONTACT_ALL_12,SYNTHETIC_COUPLED_SPD_FIXTURE,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
